Rank,Player Name,Age,Country,Points,Change
620,Elmar Ejupovic,32,GER,51,+2
621,Ben Jones,26,GBR,51,+40
622,Constantin Bittoun Kouzmine,26,FRA,51,+2
623,Savva Polukhin,26,RUS,50,+2
624,Trey Hilderbrand,24,USA,50,-4
625,Igor Gimenez,25,BRA,50,+1
626,Karl Poling,25,USA,50,+1
627,Evan Zhu,26,USA,50,+1
628,Ryuki Matsuda,25,JPN,50,-10
629,Harry Wendelken,23,GBR,50,+1
630,Sebastian Gima,22,ROU,50,-1
631,Aidan Kim,20,USA,49,
632,Dominic Thiem,31,AUT,49,
633,Johan Nikles,27,SUI,49,+1
634,John Echeverria,23,ESP,49,+81
635,Evgeny Donskoy,34,RUS,48,+2
636,Olle Wallin,23,SWE,48,+13
637,Liam Gavrielides,21,GER,48,-38
638,Maxim Zhukov,20,RUS,48,-15
639,John Sperle,23,GER,48,-4
640,Alejandro Manzanera Pertusa,21,ESP,48,+5
641,Mariano Tammaro,21,ITA,48,-2
642,Alex Molčan,27,SVK,47,-52
643,Timo Legout,22,FRA,47,-1
644,Damien Wenger,24,SUI,47,-72
645,Mateo Barreiros Reyes,24,BRA,47,-2
646,Maé Malige,18,FRA,47,-78
647,Lorenzo Carboni,19,ITA,47,+113
648,Nikolay Vylegzhanin,24,RUS,47,+46
649,Maximus Jones,20,THA,47,-5
650,Emilien Demanet,19,BEL,47,-10
651,Kosuke Ogura,29,JPN,47,-5
652,Juan Sebastián Gómez,33,COL,46,-5
653,Kenta Miyoshi,20,JPN,46,-5
654,Alexander Donski,26,BUL,46,-4
655,Ewen Lumsden,25,GBR,46,-2
656,Hayato Matsuoka,20,JPN,46,+25
657,Branko Djuric,20,SRB,46,-50
658,Franco Ribero,25,ARG,46,+4
659,Tadeáš Paroulek,25,CZE,45,+139
660,Mikalai Haliak,26,BLR,45,-5
661,Sebastian Sorger,19,AUT,45,-4
662,Deney Wassermann,23,NED,45,-6
663,Yuki Mochizuki,27,JPN,45,+8
664,Dane Sweeny,24,AUS,45,+1
665,Buvaysar Gadamauri,24,BEL,45,+22
666,Maxence Beaugé,24,FRA,45,-7
667,Maxwell Mckennon,22,USA,45,-7
668,Ignacio Monzón,27,ARG,45,+5
669,Leonardo Rossi,22,ITA,45,-6
670,Rudy Quan,19,USA,44,+61
671,Imanol López Morillo,25,ESP,44,-5
672,Noah Schachter,25,USA,44,+3
673,Alejo Sanchez Quilez,19,ESP,44,-32
674,Adrian Oetzbach,27,GER,44,-20
675,Hyeon Chung,28,KOR,43,-7
676,Thai Son Kwiatkowski,30,USA,43,-138
677,Kyle Kang,20,USA,43,-8
678,Antoine Bellier,28,SUI,43,-8
679,Théo Papamalamis,19,FRA,43,-77
680,Taisei Ichikawa,24,JPN,43,-1
681,Aleksandr Braynin,25,UKR,43,-9
682,Andrey Chepelev,26,RUS,43,+1
683,Alessandro Giannessi,34,ITA,42,-45
684,Darwin Blanch,17,USA,42,-32
685,Bautista Vilicich,23,ARG,42,+7
686,Kenny de Schepper,37,FRA,42,-12
687,Jack Logé,20,BEL,42,-5
688,Pedro Vives Marcos,23,ESP,41,-4
689,Amr Elsayed,26,EGY,41,-22
690,Aziz Ouakaa,25,TUN,41,-14
691,Samir Hamza Reguig,23,ALG,41,-14
692,Daniel Milavsky,23,USA,40,+59
693,Adam Neff,23,USA,40,-4
694,Nick Chappell,32,USA,40,-9
695,Axel Garcian,22,FRA,40,-15
696,Colin Sinclair,30,NMI,40,-6
697,Taha Baadi,23,CAN,40,+6
698,Massimo Giunta,20,ITA,40,-7
699,Maxence Rivet,21,FRA,40,+1
700,Wishaya Trongcharoenchaikul,29,THA,40,+7
701,Devin Badenhorst,20,RSA,39,-6
702,Federico Gaio,33,ITA,39,-6
703,Linang Xiao,24,CHN,39,-5
704,Thanapet Chanta,25,THA,39,+8
705,Tsung Hao Huang,25,TWN,39,-6
706,Yaroslav Demin,19,RUS,39,
707,Gerald Melzer,34,AUT,38,-29
708,James Story,24,GBR,38,-6
709,Nino Ehrenschneider,23,GER,38,+66
710,Albert Pedrico Kravtsov,19,ESP,38,-5
711,Maik Steiner,30,GER,38,-18
712,Marlon Vankan,24,GER,38,-4
713,Tristan McCormick,25,USA,38,+16
714,Nicolás Kicker,32,ARG,37,-5
715,JiSung Nam,31,KOR,37,+6
716,Quinn Vandecasteele,22,USA,37,+16
717,Orel Kimhi,21,ISR,37,-31
718,Lautaro Agustin Falabella,27,ARG,37,-2
719,Dali Blanch,22,USA,37,-1
720,Sergi Perez Contri,27,ESP,37,-1
721,Filip Krajinović,33,SRB,36,-20
722,Etienne Donnet,24,FRA,36,+11
723,Johan Alexander Rodriguez,21,COL,36,-9
724,Paulo Andre Saraiva Dos Santos,24,BRA,36,+11
725,Filippo Romano,19,ITA,36,-3
726,Alex Knaff,27,LUX,36,-6
727,Michael Zheng,21,USA,35,-3
728,Karlis Ozolins,22,LAT,35,-3
729,Peter Heller,32,GER,35,-19
730,Liam Broady,31,GBR,35,-33
731,Luca Castagnola,22,ITA,35,-14
732,Tennys Sandgren,33,USA,34,-2
733,Tianhui Zhang,19,CHN,34,+99
734,Samuele Pieri,23,ITA,34,-7
735,William Grant,24,USA,34,+24
736,Wilson Leite,33,BRA,34,+13
737,Niccolo Catini,27,ITA,34,+47
738,Leo Vithoontien,25,JPN,34,
739,Diego Fernandez Flores,24,CHI,34,-11
740,Zura Tkemaladze,24,GEO,34,-3
741,Gavin Young,22,USA,33,-1
742,Oliver Tarvet,21,GBR,33,-1
743,Edoardo Lavagno,26,ITA,33,-1
744,Nam Hoang Ly,28,VIE,33,-1
745,Filip Jeff Planinsek,23,SLO,33,-1
746,Mikhail Gorokhov,21,RUS,33,-20
747,Bogdan Pavel,25,ROU,33,-2
748,Luca Castelnuovo,28,SUI,33,+44
749,Guillaume Dalmasso,22,FRA,33,-3
750,Filip Pieczonka,20,POL,33,-3
751,Ivan Marrero Curbelo,26,ESP,33,+6
752,Joshua Sheehy,28,USA,33,+29
753,Fares Zakaria,23,EGY,33,-65
754,Mikael Ymer,26,SWE,32,-4
755,Ioan Alexandru Chirita,22,ROU,32,
756,Alan Fernando Rubio Fierros,26,MEX,32,+8
757,Adam Heinonen,22,SWE,32,-3
758,Adhithya Ganesan,19,USA,32,
759,Tomohiro Masabayashi,27,JPN,32,-3
760,Michele Ribecai,22,ITA,32,-21
761,Khololwam Montsi,22,RSA,31,
762,Martin Borisiouk,24,BLR,31,
763,Duck-hee Lee,26,KOR,31,+26
764,Lorenzo Rottoli,23,ITA,31,+31
765,Ryan Fishback,22,USA,31,+206
766,Alexander Klintcharov,28,NZL,31,
767,Alexander Stater,25,USA,31,
768,Alexandre Reco,25,FRA,31,
769,Kai Wehnelt,29,GER,31,+13
770,Louis Tessa,26,FRA,31,
771,Manas Dhamne,17,IND,31,-2
772,Nathan Ponwith,26,USA,31,-1
773,Stefan Adrian Andreescu,23,ROU,31,-37
774,Kaylan Bigun,18,USA,30,-1
775,Miljan Zekić,36,SRB,30,-1
776,Antoine Hoang,29,FRA,30,-24
777,Vuk Radjenovic,19,SRB,30,-1
778,James Watt,24,NZL,30,-1
779,Kane Bonsach Ganley,20,DEN,30,
780,Daniel Antonio Núñez,23,CHI,30,+25
781,Francisco Rocha,25,POR,30,-16
782,S D Prajwal Dev,28,IND,30,-2
783,Dan Martin,25,CAN,30,+2
784,Henry Bernet,18,SUI,29,+2
785,Blaž Rola,34,SLO,29,+2
786,Ozan Baris,20,USA,29,+2
787,Luke Saville,31,AUS,29,-76
788,Siddharth Vishwakarma,30,IND,29,+2
789,Cengiz Aksu,26,TUR,29,+2
790,Gergely Madarász,30,HUN,29,-77
791,Matt Hulme,26,AUS,29,+2
792,Carlo Alberto Caniato,19,ITA,29,+14
793,Guido Andreozzi,33,ARG,28,+4
794,Conner Huertas del Pino,29,PER,28,+5
795,Sander Jong,24,NED,28,-23
796,Oliver Anderson,26,AUS,28,+5
797,Shinji Hazawa,25,JPN,28,+11
798,Fausto Tabacco,22,ITA,28,-50
799,Daniel Pátý,25,CZE,28,+4
800,Miles Jones,24,USA,28,+4
801,Denis Klok,26,RUS,28,-23
802,Ignacio Parisca Romera,19,VEN,28,+10
803,Ezekiel Clark,26,USA,28,-7
804,Giuseppe La Vela,24,ITA,28,-81
805,Ulises Blanch,26,USA,27,+2
806,David Pichler,29,AUT,27,-43
807,Nicolas Zanellato,23,BRA,27,-54
808,Jakub Filip,19,CZE,27,+1
809,Luca Wiedenmann,26,GER,27,+1
810,Pavle Marinkov,19,AUS,27,+27
811,Juan Bautista Otegui,26,ARG,27,-17
812,Enzo Wallart,28,FRA,27,-1
813,Peter Benjamin Privara,20,SVK,26,+1
814,Cyril Vandermeersch,25,FRA,26,+49
815,Mert Alkaya,24,TUR,26,+19
816,Peter Buldorini,20,IRL,26,-14
817,Benjamin Winter Lopez,26,ESP,26,+8
818,Philip Hjorth,26,DEN,26,-3
819,Stefano D'Agostino,21,ITA,26,-1
820,Oscar Otte,31,GER,25,-1
821,Pierluigi Basile,18,ITA,25,-1
822,Millen Hurrion,25,GBR,25,
823,Justin Boulais,23,CAN,25,+122
824,Evgeny Philippov,23,RUS,25,-7
825,Tomas Curras Abasolo,24,ESP,25,+88
826,Simon Beaupain,25,BEL,25,-92
827,Toby Martin,32,GBR,25,+11
828,Dragos Nicolae Cazacu,21,ROU,25,-1
829,Maxence Bertimon,25,FRA,25,+11
830,Skander Mansouri,29,TUN,24,-2
831,Juan Ignacio Lóndero,31,ARG,24,-2
832,Cruz Hewitt,16,AUS,24,+343
833,Vasek Pospisil,34,CAN,24,-3
834,Manuel Mazza,25,ITA,24,-3
835,Pawit Sornlaksup,25,THA,24,-2
836,Mert Naci Türker,26,TUR,24,+57
837,Matthew William Donald,20,CZE,24,+20
838,Lorenzo Bocchi,27,ITA,23,+4
839,Alexander Bernard,21,USA,23,+4
840,Jack Anthrop,21,USA,23,+4
841,Felix Balshaw,18,FRA,23,+4
842,Luis Carlos Alvarez,20,MEX,23,+5
843,Renta Tokuda,26,JPN,23,+5
844,Martin Van Der Meerschen,24,BEL,23,+43
845,Naoya Honda,18,JPN,23,+33
846,Francesco Ferrari,27,ITA,23,-11
847,Saša Marković,19,SRB,23,+4
848,Sidharth Rawat,31,IND,23,+4
849,Collin Altamirano,29,USA,23,+5
850,Diogo Marques,25,POR,23,+3
851,Gabriele Maria Noce,29,ITA,23,-12
852,Kristjan Tamm,26,EST,23,+81
853,Dhakshineswar Suresh,24,IND,22,+6
854,Nikola Milojević,29,SRB,22,-8
855,Maxim Mrva,17,CZE,22,+5
856,Patrick Brady,20,GBR,22,+5
857,Victor Lilov,21,USA,22,+5
858,Kuan Yi Lee,28,TWN,22,+18
859,Ioannis Xilas,23,GRE,22,-46
860,Tyler Stice,24,USA,22,+62
861,Georgii Kravchenko,24,UKR,22,-12
862,Mees Rottgering,17,NED,22,-12
863,Petr Brunclik,18,CZE,22,+47
864,Joaquin Aguilar Cardozo,19,URU,22,-40
865,Yuta Kikuchi,25,JPN,22,-1
866,Matthew Summers,26,GBR,22,-1
867,Illya Beloborodko,23,UKR,22,-1
868,Lasse Poertner,19,GER,22,
869,Jasza Szajrych,22,POL,22,-13
870,Martyn Pawelski,20,POL,22,-87
871,Seydina Andre,21,SEN,22,+27
872,Pietro Marino,23,ITA,22,-1
873,Mihai Razvan Marinescu,23,ROU,22,-1
874,Grigoriy Lomakin,26,KAZ,22,-16
875,Jay Dylan Hara Friend,21,JPN,21,-2
876,Maximilian Homberg,22,GER,21,-2
877,Alexander Kotzen,24,USA,21,-2
878,Karim Mohamed Maamoun,33,EGY,21,-1
879,Evan Furness,26,FRA,21,-56
880,Santiago De La Fuente,23,ARG,21,+205
881,Nikita Mashtakov,25,UKR,21,-2
882,Amaury Raynel,22,FRA,21,-2
883,Sebastian Eriksson,19,SWE,21,-1
884,Sheng Tang,25,CHN,21,-3
885,Vlad Andrei Dancu,26,ROU,21,-30
886,Josip Simundza,20,CRO,21,+10
887,Juan Sebastian Osorio,27,COL,21,+45
888,Alexandre Aubriot,25,FRA,21,-62
889,Noah Perfetti,23,ITA,21,-19
890,Saveliy Ivanov,20,RUS,21,-49
891,Nick Kyrgios,29,AUS,20,+208
892,Ivan Nedelko,38,RUS,20,-8
893,Yun seong Chung,26,KOR,20,-8
894,Isaiah Strode,27,USA,20,-8
895,Jesse Flores,29,CRC,20,-6
896,Alan Magadan,23,MEX,20,-8
897,Daniil Ostapenkov,21,BLR,20,-7
898,Pierre Delage,24,FRA,20,-6
899,Elgin Khoeblal,23,NED,20,-8
900,Adil Kalyanpur,25,IND,20,-33
901,Matt Kuhar,28,USA,20,+10
902,Aliaksandr Liaonenka,25,BLR,20,+10
903,Sebastian Prechtel,28,GER,20,-9
904,Sergio Callejon Hernando,20,ESP,20,-35
905,Taiyo Yamanaka,23,JPN,20,-8
906,Pierre Yves Bailly,21,BEL,19,-6
907,Rafael Jodar,18,ESP,19,-6
908,Kaito Uesugi,29,JPN,19,-6
909,Alec Deckers,24,NED,19,-6
910,Cooper Williams,19,USA,19,-6
911,Alessandro Bellifemine,23,ITA,19,-6
912,Dinko Dinev,21,BUL,19,-5
913,Niels Lootsma,30,NED,19,-7
914,Chase Ferguson,26,AUS,19,-6
915,Amit Vales,19,ISR,19,-20
916,Iannis Miletich,19,ITA,19,-1
917,Kuzey Cekirge,24,TUR,19,-1
918,Niklas Schell,26,GER,19,-1
919,Benito Sánchez Martinez,22,GER,18,-1
920,Akira Santillan,27,AUS,18,+19
921,Thomas Fancutt,30,AUS,18,-100
922,Jack Loutit,20,NZL,18,-3
922,Patrick Schoen,19,SUI,18,-3
924,John Hallquist Lithen,23,SWE,18,-2
925,Viktor Jović,23,SRB,18,-4
926,Yuta Kawahashi,27,JPN,18,+20
927,Manish Sureshkumar,25,IND,18,-3
928,Nikola Basic,23,CRO,18,-3
929,Mwendwa Mbithi,27,USA,18,-3
930,Matyáš Černý,23,CZE,18,-3
931,Luca Fantini,24,ITA,18,-3
932,Joshua Charlton,25,AUS,18,-3
933,Yanis Ghazouani Durand,24,FRA,18,-117
934,Aleksandr Lobanov,23,RUS,18,
935,Michael Bassem Sobhy,20,EGY,18,-52
936,Abel Forger,19,NED,18,+19
937,Niccolo Ciavarella,20,ITA,18,-2
938,Charlie Camus,18,FRA,18,-39
939,Michael Zhu,32,USA,18,+17
940,Petar Jovanovic,21,MNE,17,-2
941,Maciej Rajski,33,POL,17,-1
942,Sora Fukuda,27,JPN,17,
943,Ignacio Antonio Becerra Otarola,24,CHI,17,-34
944,Gregor Ramskogler,26,AUT,17,+4
945,Brian Bozemoj,21,NED,17,+53
946,Chirag Duhan,21,IND,17,+5
947,Nicolas Jadoun,22,FRA,17,+3
948,Benjamin Thomas George,22,CAN,17,+1
949,Finn Bass,25,GBR,17,+4
950,Gabriele Bosio,24,ITA,17,-19
951,Daisuke Sumizawa,26,JPN,17,+3
952,Corban Crowther,21,NZL,17,-16
953,João Sousa,35,POR,16,+4
954,Georgi Georgiev,18,BUL,16,+4
955,Henrik Wiersholm,27,USA,16,+4
956,Oliver Bonding,17,GBR,16,+3
957,Savriyan Danilov,24,RUS,16,+4
958,Eric Hadigian,25,USA,16,+4
959,Arda Azkara,21,TUR,16,+4
959,Ryotero Matsumura,28,JPN,16,+4
961,Seita Watanabe,24,JPN,16,-18
962,Niccolo Baroni,21,ITA,16,-18
963,Nicolas Tepmahc,23,FRA,16,+2
964,Tomas Luis,22,POR,16,+380
965,Aoran Wang,28,CHN,16,+42
966,Chan yeong Oh,26,KOR,16,
967,Andrin Casanova,20,SUI,16,
968,Robin Catry,23,FRA,16,
969,Gustavo Ribeiro De Almeida,18,BRA,16,+18
970,Elijah Strode,23,USA,16,+60
971,Pengyu Lu,23,CHN,16,+19
972,Andrew Fenty,25,USA,16,-58
973,Patrick Kaukovalta,26,FIN,16,+1
974,Aldin Šetkić,37,BIH,16,-1
975,Preston Brown,23,USA,16,-3
976,Thiago Cigarran,24,ARG,16,-1
977,Jesse Delaney,26,AUS,16,
978,Uisung Park,24,KOR,15,+1
979,Lucas Marionneau,18,FRA,15,+1
980,Aristarkh Safonov,22,RUS,15,+1
981,Mariano Dedura Palomero,19,GER,15,+2
982,Fermin Tenti,27,ARG,15,
983,Derek Pham,20,AUS,15,+1
984,Bekkhan Atlangeriev,23,RUS,15,+24
985,Isaac Becroft,24,NZL,15,+1
986,Stefan Latinovic,25,SRB,15,+3
987,Andrea Fiorentini,24,ITA,15,+5
988,Gian Marco Ortenzi,25,ITA,15,-19
988,Zhenxiong Dong,26,CHN,15,+3
990,Adrien Gobat,23,FRA,15,+133
991,Sidane Pontjodikromo,24,NED,15,-21
992,Matteo De Vincentis,26,ITA,15,+2
993,Pablo Masjuan Ginel,22,ESP,15,+2
994,Arthur Nagel,21,FRA,15,+2
995,Fernando Cavallo,19,ARG,15,-43
996,Luc Fomba,26,FRA,15,
997,Dimitris Azoidis,24,GRE,15,+19
998,Jan Kupčič,23,SLO,15,+1
999,Ezequiel Monferrer,21,ARG,15,-23
1000,Yuvan Nandal,19,IND,15,+3
