Rank,Player Name,Age,Country,Points,Change
138,Sumit Nagal,27,IND,428,-6
139,Facundo Díaz Acosta,24,ARG,423,
140,Eliot Spizzirri,23,USA,421,+4
141,Mitchell Krueger,31,USA,416,-1
142,Lloyd Harris,28,RSA,416,-1
143,Marin Čilić,36,CRO,413,-1
144,Adrian Mannarino,36,FRA,411,-18
145,Martin Landaluce,19,ESP,411,-2
146,Nikoloz Basilashvili,33,GEO,410,+6
147,Dominik Koepfer,30,GER,398,-2
148,Richard Gasquet,38,FRA,398,
149,Tomás Barrios Vera,27,CHI,382,+4
150,Kyrian Jacquet,23,FRA,376,+4
151,Gustavo Heide,23,BRA,375,-1
152,Alejandro Moro Cañas,24,ESP,375,+3
153,Shintaro Mochizuki,21,JPN,374,-7
154,Elmer Møller,21,DEN,370,+4
155,Yasutaka Uchiyama,32,JPN,369,+5
156,Grégoire Barrère,31,FRA,367,+3
157,Ugo Blanchet,26,FRA,360,+4
158,Alexis Galarneau,26,CAN,359,+5
159,Henrique Rocha,20,POR,358,+3
160,Juan Pablo Ficovich,28,ARG,356,+9
161,Alexander Blockx,19,BEL,354,-5
162,Marco Trungelliti,35,ARG,354,-13
163,Dalibor Svrčina,22,CZE,351,+1
164,Lukáš Klein,26,SVK,350,-17
165,Mikhail Kukushkin,37,KAZ,347,+1
166,Duje Ajduković,24,CRO,345,+1
167,Stan Wawrinka,39,SUI,339,-2
168,Calvin Hémery,30,FRA,337,+7
169,Carlos Taberner,27,ESP,332,+5
170,Li Tu,28,AUS,331,+7
171,Marc-Andrea Hüsler,28,SUI,330,+1
172,Alibek Kachmazov,22,RUS,330,+14
173,Luca Van Assche,20,FRA,329,-16
174,Felipe Meligeni Alves,27,BRA,320,+5
175,Hady Habib,26,LBN,320,-5
176,Timofey Skatov,24,KAZ,320,+6
177,Jan Choinski,28,GBR,319,+7
178,Liam Draxl,23,CAN,318,-7
179,Terence Atmane,23,FRA,317,-11
180,James Trotter,25,JPN,317,+1
181,Daniel Evans,34,GBR,311,-3
182,Pierre Hugues Herbert,33,FRA,308,-2
183,Matteo Gigante,23,ITA,306,+34
184,Facundo Mena,32,ARG,306,+4
185,Adolfo Daniel Vallejo,20,PAR,306,+10
186,Coleman Wong,20,HKG,305,+5
187,Sho Shimabukuro,27,JPN,304,+5
188,Radu Albot,35,MDA,303,+2
189,James McCabe,21,AUS,298,+7
190,Alex Bolt,32,AUS,297,-7
191,Vilius Gaubas,20,LTU,295,-6
192,Arthur Bouquier,24,FRA,291,+33
193,Gijs Brouwer,28,NED,289,+1
194,August Holmgren,26,DEN,287,+6
195,Edas Butvilas,20,LTU,285,+39
196,Zachary Svajda,22,USA,284,-9
197,Hugo Grenier,28,FRA,283,-8
198,Nicolás Mejía,25,COL,283,+3
199,Mark Lajal,21,EST,282,+4
200,Andrea Collarini,33,ARG,282,+2
201,Constant Lestienne,32,FRA,280,-25
202,Yuta Shimizu,25,JPN,279,-5
203,Aslan Karatsev,31,RUS,278,+4
204,Aziz Dougaz,27,TUN,277,+6
205,Benjamin Hassan,30,GER,277,-1
206,Henri Squire,24,GER,276,-33
207,Lukas Neumayer,22,AUT,273,+1
208,Maximilian Marterer,29,GER,271,-3
209,Jurij Rodionov,25,AUT,268,
210,Titouan Droguet,23,FRA,265,-17
211,Antoine Escoffier,33,FRA,265,-5
212,Yosuke Watanuki,26,JPN,264,+137
213,Gauthier Onclin,24,BEL,264,-1
214,Beibit Zhukayev,24,KAZ,263,-1
215,Paul Jubb,25,GBR,260,
216,Colton Smith,22,USA,259,+45
217,Bernard Tomic,32,AUS,258,-1
218,Federico Arnaboldi,24,ITA,257,-4
219,Murkel Dellien,27,BOL,256,-20
220,Khumoyun Sultanov,26,UZB,255,-2
221,Murphy Cassone,22,USA,252,-2
222,Maks Kaśnikowski,21,POL,250,+1
223,Albert Ramos Viñolas,37,ESP,249,+1
224,Emil Ruusuvuori,25,FIN,246,-3
225,Yu-hsiou Hsu,25,TWN,245,+1
226,Rio Noguchi,26,JPN,245,+2
227,Ignacio Buse,20,PER,241,
228,Daniel Rincon,22,ESP,240,+2
229,Rodrigo Pacheco Mendez,19,MEX,240,+2
230,Adrian Andreev,23,BUL,236,+5
231,Seongchan Hong,27,KOR,235,-20
232,Gabriel Debru,19,FRA,235,+4
233,Tung Lin Wu,26,TWN,234,+4
234,Omar Jasika,27,AUS,234,-1
235,Juan Pablo Varillas,29,PER,231,-37
236,Andrea Vavassori,29,ITA,229,-4
237,Enzo Couacaud,30,FRA,229,+5
238,Max Hans Rehberg,21,GER,229,+5
239,Marek Gengel,29,CZE,228,+5
240,Filip Jianu,23,ROU,227,-18
241,Yan Bai,35,CHN,226,+18
242,Javier Barranco Cosano,26,ESP,226,+6
243,Matías Soto,25,CHI,225,+4
244,Dmitry Popko,28,KAZ,225,-24
245,Filip Misolic,23,AUT,224,+1
246,Nick Hardt,24,DOM,224,-17
247,Viktor Durasovic,27,NOR,224,-6
248,J.J. Wolf,26,USA,221,-9
249,Frederico Ferreira Silva,29,POR,220,+9
250,Stefano Napolitano,29,ITA,219,-1
251,Oriol Roca Batalla,31,ESP,219,-1
252,Sascha Gueymard Wayenburg,21,FRA,219,+1
253,Andrés Andrade,26,ECU,216,+1
254,Pol Martín Tiffon,25,ESP,216,-2
255,Álvaro Guillén Meza,22,ECU,215,-4
256,Denis Yevseyev,31,KAZ,215,
257,Guy Den Ouden,22,NED,213,+60
258,Gonzalo Oliveira,30,VEN,213,-13
259,Elias Ymer,28,SWE,212,-2
260,Andrea Pellegrino,27,ITA,210,-5
261,Emilio Nava,23,USA,209,-23
262,Valentin Vacherot,26,MON,208,
263,Chris Rodesch,23,LUX,207,+1
264,Gonzalo Bueno,20,PER,204,+6
265,Zsombor Piros,25,HUN,203,+1
266,Carlos Sánchez Jover,24,ESP,203,-1
267,Clément Chidekh,23,FRA,203,-27
268,Lorenzo Giustino,33,ITA,203,+1
269,Abdullah Shelbayh,21,JOR,201,-2
270,Robin Bertrand,21,FRA,201,-2
271,Dominic Stricker,22,SUI,199,+13
272,Mattéo Martineau,26,FRA,199,-9
273,Marat Sharipov,22,RUS,197,-2
274,Juan Bautista Torres,22,ARG,197,-2
275,Karue Sell,31,BRA,195,-1
276,Max Houkes,24,NED,193,+32
277,Fajing Sun,28,CHN,192,-2
278,Stefano Travaglia,33,ITA,190,-1
279,Francesco Maestrelli,22,ITA,189,-19
280,Ilia Simakin,21,RUS,188,-2
281,Aidan Mayo,21,USA,188,-2
282,Mathys Erhard,23,FRA,187,+3
283,Remy Bertola,26,SUI,187,-2
284,Pedro Cachín,29,ARG,186,-11
285,Michael Mmoh,27,USA,186,+13
286,Johannus Monday,23,GBR,186,-4
287,Maxime Janvier,28,FRA,184,-4
288,Geoffrey Blancaneaux,26,FRA,184,+9
289,Mateus Alves,24,BRA,181,-9
290,Leandro Riedi,23,SUI,180,-2
291,Matej Dodig,19,CRO,179,+1
292,Mili Poljičak,20,CRO,179,+1
293,Martin Kližan,35,SVK,177,+3
294,Jay Clarke,26,GBR,177,
295,Blake Ellis,26,AUS,177,
296,Ričardas Berankis,34,LTU,175,-5
297,Manuel Guinard,29,FRA,174,-8
298,Juan Carlos Prado Angelo,20,BOL,174,-8
299,Michael Geerts,30,BEL,174,+2
300,Nicolás Álvarez Varona,23,ESP,173,+3
301,Arthur Géa,20,FRA,173,-15
302,Nicolai Budkov Kjaer,18,NOR,172,-3
303,Oleksandr Ovcharenko,23,UKR,170,+3
304,Joel Schwärzler,19,AUT,170,+3
305,Santiago Taverna,25,ARG,170,-1
306,Lautaro Midon,20,ARG,169,+48
307,Charles Broom,26,GBR,169,-2
308,Luka Pavlovic,24,FRA,168,+38
309,Jie Cui,27,CHN,168,-22
310,Enrico Dalla Valle,26,ITA,168,-1
311,Christoph Negritu,30,GER,167,+9
312,Jacopo Berrettini,26,ITA,167,-2
313,Mika Brunold,20,SUI,166,-1
314,Ivan Gakhov,28,RUS,166,-1
315,Alexey Vatutin,32,RUS,164,+1
316,Patrick Zahraj,25,GER,164,+3
317,Oleg Prihodko,27,UKR,163,-2
318,Daniel Dutra da Silva,36,BRA,162,
319,Maxime Cressy,27,USA,161,+4
320,Rudolf Molleker,24,GER,161,-44
321,Ergi Kırkın,26,TUR,160,-21
322,Kimmer Coppejans,31,BEL,159,+5
323,Christian Langmo,28,USA,159,+10
324,Corentin Denolly,27,FRA,159,+6
325,Benjamin Lock,32,ZIM,158,-4
326,Eliakim Coulibaly,22,CIV,157,
327,Gastão Elias,34,POR,157,-3
328,Andrej Martin,35,SVK,156,
329,Bernabé Zapata Miralles,28,ESP,156,-18
330,Maxime Chazal,31,FRA,156,-1
331,Alex Martí Pujolras,26,ESP,156,+6
332,Giulio Zeppieri,23,ITA,155,+62
333,Masamichi Imamura,26,JPN,154,-2
334,Mats Rosenkranz,26,GER,153,+2
335,Jakub Paul,25,SUI,152,+8
336,Samuel Vincent Ruggeri,22,ITA,151,-14
337,Daniel Mérida,20,ESP,150,+2
338,Dennis Novak,31,AUT,150,+28
339,Diego Schwartzman,32,ARG,149,+3
340,Daniel Michalski,25,POL,148,-6
341,Genaro Alberto Olivieri,26,ARG,148,-16
342,Dino Prižmić,19,CRO,147,+2
343,Gianluca Mager,30,ITA,146,-29
344,Nikolás Sánchez Izquierdo,25,ESP,146,+3
345,Marco Cecchinato,32,ITA,145,+35
346,Philip Sekulic,21,AUS,144,+5
347,Justin Engel,17,GER,144,+3
348,Marko Topo,21,GER,144,+49
349,Jiří Veselý,31,CZE,144,+3
350,Cezar Crețu,23,ROU,143,-15
351,Andrea Picchione,26,ITA,143,+4
352,Jack Pinnington Jones,21,GBR,142,+4
353,Adria Soriano Barrera,25,COL,142,-13
354,Luka Mikrut,20,CRO,141,+37
355,Toby Kodat,22,USA,141,+6
356,Naoki Nakagawa,28,JPN,140,+3
357,Dimitar Kuzmanov,31,BUL,140,+19
358,Clément Tabur,25,FRA,139,-17
359,Jelle Sels,29,NED,139,+8
360,Pedro Sakamoto,31,BRA,139,-22
361,Nicholas David Ionel,22,ROU,139,+22
362,Rei Sakamoto,18,JPN,138,+3
363,Petr Bar Biryukov,23,RUS,138,-3
364,Kris Van Wyk,28,RSA,138,+4
365,Ryan Peniston,29,GBR,137,+41
366,Oliver Crawford,25,GBR,137,+9
367,Kaichi Uchida,30,JPN,137,+3
368,Yi Zhou,19,CHN,136,+5
369,Marc Polmans,27,AUS,136,
370,Hynek Bartoň,20,CZE,136,-6
371,Matheus Pucinelli De Almeida,23,BRA,136,-13
372,Soonwoo Kwon,27,KOR,135,-1
373,Philip Henning,24,RSA,134,-28
374,Franco Roncadelli,25,URU,134,-2
375,Vitaliy Sachko,27,UKR,133,+9
376,Robert Strombachs,25,LAT,133,+27
377,Luciano Emanuel Ambrogi,21,ARG,133,+1
378,Gabi Adrian Boitan,25,ROU,131,+1
379,Renzo Olivo,32,ARG,129,-31
380,Giles Hussey,27,GBR,128,-6
381,Stefan Kozlov,27,USA,128,-18
382,Sandro Kopp,24,AUT,128,-25
383,Andre Ilagan,24,USA,127,+3
384,Pablo Llamas Ruiz,22,ESP,126,+4
385,Alexey Zakharov,24,RUS,126,+4
386,Giovanni Fonio,26,ITA,126,+7
387,Gabriele Pennaforti,24,ITA,125,+46
388,Jason Kubler,31,AUS,124,+57
389,Henry Searle,18,GBR,123,+22
390,Garrett Johns,24,USA,122,+44
391,Matthew Dellavedova,24,AUS,122,-4
392,Daniil Glinka,24,EST,121,+51
393,Gerard Campana Lee,20,KOR,121,+2
394,Alejo Lorenzo Lingua Lavallén,24,ARG,120,+10
395,Lilian Marmousez,23,FRA,120,+12
396,Zdeněk Kolář,28,CZE,120,-14
397,Facundo Bagnis,35,ARG,119,-95
398,Egor Gerasimov,32,BLR,119,+1
399,Norbert Gombos,34,SVK,119,+3
400,Ryan Nijboer,25,NED,119,
401,Moerani Bouzige,25,AUS,119,
402,Nicola Kuhn,24,GER,118,-6
403,Michael Vrbenský,25,CZE,118,-18
404,João Lucas Reis Da Silva,24,BRA,118,+22
405,Ryan Seggerman,25,USA,117,
406,Max Alcalá Gurri,22,ESP,117,+13
407,Gonzalo Villanueva,30,ARG,117,+31
408,Govind Nanda,24,USA,116,
409,Anton Matusevich,23,GBR,116,
410,Patrick Maloney,25,USA,116,+32
411,Nerman Fatić,30,BIH,116,-13
412,Pedro Araújo,22,POR,116,+3
413,Franco Agamenone,31,ITA,115,-21
414,Alexander Weis,27,ITA,115,+33
415,Guido Iván Justo,27,ARG,115,-2
416,Joris De Loore,31,BEL,114,-2
417,Kasidit Samrej,24,THA,114,+1
418,Evgeny Karlovskiy,30,RUS,114,-28
419,Vadym Ursu,28,UKR,114,-7
420,Yibing Wu,25,CHN,113,-4
421,Hernán Casanova,31,ARG,113,+7
422,Evgenii Tiurnev,27,RUS,113,-5
423,Patrick Kypson,25,USA,113,-70
424,Tyler Zink,24,USA,112,-4
425,Borna Gojo,27,CRO,111,-2
426,Alastair Gray,26,GBR,111,-2
427,Micah Braswell,23,USA,111,-2
428,Gabriele Piraino,21,ITA,111,-6
429,David Jordá Sanchis,30,ESP,110,
430,Neil Oberleitner,25,AUT,110,-3
431,Raúl Brancaccio,27,ITA,109,+26
432,Lukáš Pokorný,23,SVK,109,+4
433,Miguel Damas,25,ESP,108,-3
434,Lucas Poullain,29,FRA,108,+1
435,Miloš Karol,22,SVK,108,-3
436,Hiroki Moriya,34,JPN,108,-26
437,Daniel Masur,30,GER,106,-105
438,Tommaso Compagnucci,25,ITA,106,-7
439,Arthur Fery,22,GBR,105,+2
440,Saba Purtseladze,23,GEO,104,-19
441,Jakub Nicod,20,CZE,102,-64
442,Mukund Sasikumar,28,IND,102,+2
443,Stefan Popović,21,SRB,102,-4
444,Tom Paris,22,FRA,101,+11
445,Milos Raonic,34,CAN,100,-64
446,George Loffhagen,23,GBR,98,+32
447,Petr Nesterov,22,BUL,98,-10
448,Ramkumar Ramanathan,30,IND,97,
449,Gianluca Cadenasso,20,ITA,97,+1
450,Ernesto Escobedo,28,MEX,97,+1
451,Stefanos Sakellaridis,20,GRE,97,+1
452,Pedro Boscardin Dias,22,BRA,97,+21
453,Lucas Gerch,30,GER,96,-7
454,Michiel De Krom,26,NED,96,-1
455,Kokoro Isomura,22,JPN,96,-1
456,Tom Gentzsch,21,GER,96,+25
457,Alessandro Pecci,23,ITA,95,+3
458,Jules Marie,33,FRA,95,-2
459,Bor Artnak,20,SLO,94,-1
460,Tiago Pereira,20,POR,94,+45
461,Laurent Lokoli,30,FRA,92,
462,Stuart Parker,27,GBR,92,+100
463,Egor Agafonov,22,RUS,92,+13
464,Tomás Farjat,24,ARG,91,+1
465,Ajeet Rai,26,NZL,90,+3
466,Martin Damm,21,USA,89,+32
467,Peter Bertran,29,DOM,89,-3
468,Aidan McHugh,24,GBR,88,-2
469,Lorenzo Joaquín Rodríguez,25,ARG,88,-7
470,Aleksandre Bakshi,27,GEO,88,-1
471,Orlando Luz,27,BRA,87,-22
472,Alvin Nicholas Tudorica,23,CAN,87,+43
473,Svyatoslav Gulin,22,RUS,87,-6
474,Jake Delaney,27,AUS,87,-2
475,Dan Alexandru Tomescu,25,ROU,86,-16
476,Federico Iannaccone,25,ITA,86,-6
477,Maximilian Neuchrist,33,AUT,85,
478,Marvin Möller,26,GER,85,+1
479,Denis Kudla,32,USA,85,-117
480,Roberto Cid Subervi,31,DOM,85,-6
481,Blake Mott,28,AUS,85,-6
482,Valerio Aboian,22,ARG,85,-42
483,Alexandr Binda,23,ITA,85,+6
484,Stefan Dostanic,23,USA,84,-1
485,Facundo Juárez,27,ITA,84,+7
486,Juan Carlos Aguilar,26,CAN,84,-2
487,Pawel Juszczak,31,POL,84,-1
488,Carlos Lopez Montagud,24,ESP,84,+13
489,Karan Singh,21,IND,84,-1
490,Mariano Kestelboim,29,ARG,83,
491,Leo Borg,21,SWE,83,+8
492,Kyle Edmund,30,GBR,82,-12
493,Andres Martin,23,USA,82,+1
494,Moez Echargui,32,TUN,82,+1
495,Duarte Vale,26,POR,82,-13
496,Altuğ Çelikbilek,28,TUR,81,-25
497,Michael Agwi,21,IRL,81,-34
498,Florent Bax,25,FRA,81,-7
499,Jonáš Forejtek,24,CZE,80,-6
500,Federico Cina,17,ITA,80,+57
501,Dan Added,25,FRA,80,+1
502,Max Wiskandt,23,GER,80,-5
503,Florian Broska,27,GER,79,+19
504,Lucas Bouquet,27,FRA,79,
505,Yurii Dzhavakian,31,UKR,79,+1
506,Andrew Paulson,23,CZE,78,+1
507,Iñaki Montes De La Torre,22,ESP,78,+24
508,Alafia Ayeni,25,USA,78,-12
509,Bruno Kuzuhara,20,USA,78,-1
510,Eric Vanshelboim,23,UKR,78,-1
511,Mathias Bourgue,31,FRA,77,+13
512,Mohamed Safwat,34,EGY,76,-27
513,José Pereira,34,BRA,76,-1
514,Kiranpal Pannu,28,NZL,76,-27
515,Tibo Colson,24,BEL,76,+2
516,Martin Krumich,22,CZE,76,-5
517,Peter Fajta,22,HUN,76,-3
518,Mirza Bašić,33,BIH,75,+25
519,Yusuke Takahashi,27,JPN,75,+2
520,Marcello Serafini,22,ITA,75,+15
521,Alfredo Perez,27,USA,74,+9
522,Andrea Guerrieri,26,ITA,74,-2
523,Federico Bondioli,19,ITA,74,+2
524,Alberto Barroso Campos,28,ESP,73,+5
525,Riccardo Bonadio,31,ITA,72,-6
526,Felix Corwin,28,USA,72,-3
527,Stefan Palosi,25,ROU,72,-14
528,Kirill Kivattsev,27,RUS,72,-10
529,Bogdan Bobrov,27,RUS,72,-1
530,João Eduardo Schiessl,20,BRA,72,-3
531,Oleksii Krutykh,25,UKR,72,+6
532,Rigele Te,27,CHN,71,+65
533,Omni Kumar,23,USA,71,-30
534,Fabrizio Andaloro,24,ITA,71,+32
535,Dominik Kellovský,28,CZE,71,-9
536,Emile Hudd,24,GBR,70,-3
537,Iliyan Radulov,19,BUL,70,-5
538,Cannon Kingsley,23,USA,69,-4
539,Viacheslav Bielinskyi,21,UKR,69,+16
540,Keegan Smith,26,USA,69,-4
541,Takuya Kumasaka,26,JPN,68,-2
542,Sergey Fomin,24,UZB,68,+22
543,Jenson Brooksby,24,USA,67,+394
544,Antoine Cornut Chauvinc,24,FRA,67,-3
545,Hikaru Shiraishi,24,JPN,67,-1
546,Christian Sigsgaard,27,DEN,66,-1
547,Shintaro Imai,31,JPN,66,+3
548,Arthur Reymond,25,FRA,66,-1
549,Stijn Slump,26,NED,66,-39
550,Woobin Shin,21,KOR,66,+17
551,João Domingues,31,POR,65,-2
552,Hazem Naw,25,SYR,65,-1
553,Arthur Weber,32,FRA,65,
554,Andrej Nedic,20,BIH,65,
555,Diego Dedura Palomero,16,GER,65,+1
556,Sebastian Fanselow,33,GER,65,+2
557,Illya Marchenko,37,UKR,64,-11
558,Harrison Adams,30,USA,64,-10
559,Alex Martinez,23,ESP,64,+21
560,Julio César Porras,27,ARG,64,
561,Giovanni Oradini,27,ITA,64,+2
562,Kilian Feldbausch,19,SUI,63,+31
563,Alex Rybakov,28,USA,63,-11
564,Luca Potenza,24,ITA,63,-22
565,Alexis Gautier,27,FRA,63,
566,Alex Barrena,22,ARG,62,+7
567,Aryan Shah,19,IND,62,+2
568,Benoît Paire,35,FRA,62,-52
569,Eero Vasa,28,FIN,62,+1
570,Niels Visker,23,NED,62,-11
571,Yishai Oliel,25,ISR,61,+4
572,Ryotaro Taguchi,24,JPN,61,+2
573,Juan Manuel La Serna,21,ARG,61,+3
574,Olaf Pieczkowski,20,POL,61,+3
575,Mario Gonzalez Fernandez,22,ESP,61,+4
576,Juan Estevez,19,ARG,61,+9
577,Steven Diez,33,CAN,60,+17
578,Cem İlkel,29,TUR,60,+25
579,Alec Beckley,23,RSA,60,+2
580,Jacob Bradshaw,22,AUS,60,-40
581,Leonardo Aboian,26,ARG,60,-3
582,Samir Banerjee,21,USA,59,+1
583,Gianmarco Ferrari,24,ITA,59,+1
584,Yanaki Milev,20,BUL,59,-84
585,Antoine Ghibaudo,20,FRA,58,+1
586,Ye Cong Mo,24,CHN,58,+12
587,Keisuke Saitoh,23,JPN,58,
588,Louis Dussin,25,FRA,58,+13
589,Juan Pablo Paz,30,ARG,58,-7
590,Vladyslav Orlov,29,UKR,58,-1
591,Trevor Svajda,18,USA,57,
592,Max Basing,22,GBR,57,
593,Aristotelis Thanos,23,GRE,57,+2
594,Alex Hernandez,25,MEX,57,+39
595,Yankı Erel,24,TUR,57,+11
596,Diego Augusto Barreto Sánchez,22,ESP,57,
597,Eduardo Ribeiro,26,BRA,56,-36
598,Ilya Snițari,22,MDA,56,+2
599,Erik Arutiunian,20,BLR,56,-11
600,Felix Gill,22,GBR,54,+5
601,Elliot Benchetrit,26,MAR,54,+13
602,Strong Kirchheimer,29,USA,54,+6
603,Dušan Obradović,23,SRB,54,+7
604,Dev Javia,22,IND,54,+5
605,Louis Weßels,26,GER,54,+6
606,Filip Peliwo,31,POL,54,+6
607,Daniel Cukierman,29,ISR,53,-36
608,Edward Winter,20,AUS,53,+5
609,Tim Handel,28,GER,53,+49
610,Tristan Lamasine,32,FRA,53,+94
611,Loann Massard,19,FRA,53,+25
612,Nino Serdarušić,28,CRO,52,-8
613,Hamish Stewart,25,GBR,52,+38
614,Sanhui Shin,27,KOR,52,+50
615,Dominik Palan,24,CZE,52,
616,Mitsuki Wei Kang Leong,20,MAS,52,
617,Jacob Brumm,26,USA,52,
618,Radu Mihai Papoe,22,ROU,51,+1
619,Gilles Arnaud Bailly,19,BEL,51,+2
