Rank,Player Name,Age,Country,Points,Change
580,Mario Gonzalez Fernandez,22,ESP,61,-2.0
581,Alex Martinez,23,ESP,60,-2.0
582,Alec Beckley,23,RSA,60,-2.0
583,Juan Pablo Paz,30,ARG,60,-18.0
584,Samir Banerjee,21,USA,59,-3.0
585,Gianmarco Ferrari,24,ITA,59,-1.0
586,Juan Estevez,19,ARG,59,1.0
587,Antoine Ghibaudo,20,FRA,58,-19.0
588,Keisuke Saitoh,23,JPN,58,-5.0
589,Erik Arutiunian,20,BLR,58,22.0
590,Vladyslav Orlov,29,UKR,58,-4.0
591,Alex Molčan,27,SVK,57,-60.0
592,Trevor Svajda,18,USA,57,77.0
593,Max Basing,22,GBR,57,-5.0
594,Kilian Feldbausch,19,SUI,57,-5.0
595,Steven Diez,33,CAN,57,-5.0
596,Aristotelis Thanos,23,GRE,57,-5.0
597,Diego Augusto Barreto Sánchez,22,ESP,57,4.0
598,Rigele Te,27,CHN,56,-2.0
599,Ye Cong Mo,24,CHN,56,-4.0
600,Liam Gavrielides,21,GER,56,-1.0
601,Ilya Snițari,22,MDA,56,-3.0
602,Louis Dussin,25,FRA,56,-2.0
603,Théo Papamalamis,19,FRA,55,
604,Cem İlkel,29,TUR,55,39.0
605,Nino Serdarušić,28,CRO,54,-13.0
606,Felix Gill,22,GBR,54,-9.0
607,Yankı Erel,24,TUR,54,-1.0
608,Branko Djuric,20,SRB,54,-1.0
609,Strong Kirchheimer,29,USA,54,-1.0
610,Dev Javia,22,IND,54,
611,Dušan Obradović,23,SRB,54,-2.0
612,Louis Weßels,26,GER,54,1.0
613,Filip Peliwo,31,POL,54,-1.0
614,Edward Winter,20,AUS,53,
615,Elliot Benchetrit,26,MAR,52,1.0
616,Dominik Palan,24,CZE,52,1.0
617,Mitsuki Wei Kang Leong,20,MAS,52,1.0
618,Jacob Brumm,26,USA,52,2.0
619,Ryuki Matsuda,25,JPN,52,
620,Radu Mihai Papoe,22,ROU,51,1.0
621,Trey Hilderbrand,24,USA,51,7.0
622,Gilles Arnaud Bailly,19,BEL,51,
623,Elmar Ejupovic,32,GER,51,1.0
624,Maxim Zhukov,20,RUS,51,1.0
625,Constantin Bittoun Kouzmine,26,FRA,51,1.0
626,Savva Polukhin,26,RUS,50,1.0
627,Igor Gimenez,25,BRA,50,-4.0
628,Karl Poling,25,USA,50,5.0
629,Evan Zhu,26,USA,50,
630,Sebastian Gima,22,ROU,50,-28.0
631,Harry Wendelken,23,GBR,50,-1.0
632,Aidan Kim,20,USA,49,-1.0
633,Dominic Thiem,31,AUT,49,-1.0
634,Alex Hernandez,25,MEX,49,20.0
635,Johan Nikles,27,SUI,49,
636,John Sperle,23,GER,49,1.0
637,Loann Massard,19,FRA,49,1.0
638,Evgeny Donskoy,34,RUS,48,-33.0
639,Alessandro Giannessi,34,ITA,48,1.0
640,Mariano Tammaro,21,ITA,48,1.0
641,Emilien Demanet,19,BEL,48,9.0
642,Alejo Sanchez Quilez,19,ESP,48,-70.0
643,Timo Legout,22,FRA,47,-1.0
644,Mateo Barreiros Reyes,24,BRA,47,
645,Maximus Jones,20,THA,47,-9.0
646,Alejandro Manzanera Pertusa,21,ESP,47,20.0
647,Kosuke Ogura,29,JPN,47,-2.0
648,Juan Sebastián Gómez,32,COL,46,-2.0
649,Kenta Miyoshi,20,JPN,46,-1.0
650,Olle Wallin,23,SWE,46,-3.0
651,Alexander Donski,26,BUL,46,117.0
652,Hamish Stewart,25,GBR,46,27.0
653,Darwin Blanch,17,USA,46,117.0
654,Ewen Lumsden,25,GBR,46,-5.0
655,Adrian Oetzbach,27,GER,46,8.0
656,Mikalai Haliak,26,BLR,45,-3.0
657,Deney Wassermann,23,NED,45,-1.0
658,Sebastian Sorger,19,AUT,45,-1.0
659,Tim Handel,28,GER,45,-44.0
660,Maxence Beaugé,24,FRA,45,-2.0
661,Maxwell Mckennon,22,USA,45,-1.0
662,Ben Jones,26,GBR,45,-1.0
663,Franco Ribero,25,ARG,45,-4.0
664,Leonardo Rossi,22,ITA,45,-2.0
665,Sanhui Shin,27,KOR,44,8.0
666,Dane Sweeny,24,AUS,44,15.0
667,Imanol López Morillo,25,ESP,44,8.0
668,Amr Elsayed,25,EGY,44,-3.0
669,Hyeon Chung,28,KOR,43,57.0
670,Kyle Kang,20,USA,43,
671,Antoine Bellier,28,SUI,43,
672,Yuki Mochizuki,27,JPN,43,2.0
673,Aleksandr Braynin,25,UKR,43,3.0
674,Ignacio Monzón,27,ARG,43,15.0
675,Kenny de Schepper,37,FRA,43,8.0
676,Noah Schachter,25,USA,43,-9.0
677,Aziz Ouakaa,25,TUN,43,-26.0
678,Samir Hamza Reguig,23,ALG,43,-10.0
679,Gerald Melzer,34,AUT,42,-1.0
680,Taisei Ichikawa,24,JPN,42,-8.0
681,Axel Garcian,22,FRA,42,56.0
682,Hayato Matsuoka,20,JPN,42,
683,Jack Logé,20,BEL,42,17.0
684,Andrey Chepelev,26,RUS,42,
685,Pedro Vives Marcos,23,ESP,41,
686,Nick Chappell,32,USA,41,-6.0
687,Orel Kimhi,21,ISR,41,-32.0
688,Buvaysar Gadamauri,24,BEL,41,
689,Fares Zakaria,23,EGY,41,15.0
690,Adam Neff,23,USA,40,1.0
691,Colin Sinclair,30,NMI,40,3.0
692,Massimo Giunta,20,ITA,40,-5.0
693,Bautista Vilicich,23,ARG,40,2.0
694,Maik Steiner,30,GER,40,-30.0
695,Nikolay Vylegzhanin,24,RUS,40,2.0
696,Devin Badenhorst,20,RSA,39,5.0
697,Federico Gaio,32,ITA,39,-45.0
698,Liam Broady,31,GBR,39,4.0
699,Linang Xiao,24,CHN,39,4.0
700,Tsung Hao Huang,25,TWN,39,-2.0
701,Maxence Rivet,21,FRA,39,4.0
702,Filip Krajinović,33,SRB,38,4.0
703,James Story,23,GBR,38,5.0
704,Taha Baadi,23,CAN,38,17.0
705,Tristan Lamasine,31,FRA,38,-71.0
706,Albert Pedrico Kravtsov,19,ESP,38,4.0
707,Yaroslav Demin,19,RUS,38,-8.0
708,Wishaya Trongcharoenchaikul,29,THA,38,4.0
709,Marlon Vankan,24,GER,38,4.0
710,Nicolás Kicker,32,ARG,37,4.0
711,Peter Heller,32,GER,37,-19.0
712,Luke Saville,31,AUS,37,-19.0
713,Thanapet Chanta,25,THA,37,-4.0
714,Gergely Madarász,30,HUN,37,1.0
715,Johan Alexander Rodriguez,21,COL,37,-4.0
716,John Echeverria,23,ESP,37,-20.0
717,Luca Castagnola,22,ITA,37,21.0
718,Lautaro Agustin Falabella,27,ARG,37,-2.0
719,Dali Blanch,21,USA,37,13.0
720,Sergi Perez Contri,27,ESP,37,-3.0
721,Alex Knaff,27,LUX,37,-3.0
722,JiSung Nam,31,KOR,36,-2.0
723,Filippo Romano,19,ITA,36,-1.0
724,Giuseppe La Vela,24,ITA,36,
725,Michael Zheng,21,USA,35,
726,Karlis Ozolins,22,LAT,35,1.0
727,Mikhail Gorokhov,21,RUS,35,2.0
728,Samuele Pieri,23,ITA,35,2.0
729,Diego Fernandez Flores,24,CHI,35,-39.0
730,Tristan McCormick,25,USA,35,-53.0
731,Tennys Sandgren,33,USA,34,2.0
732,Rudy Quan,19,USA,34,2.0
733,Quinn Vandecasteele,22,USA,34,2.0
734,Etienne Donnet,24,FRA,34,14.0
735,Simon Beaupain,25,BEL,34,5.0
736,Paulo Andre Saraiva Dos Santos,24,BRA,34,3.0
737,Stefan Adrian Andreescu,23,ROU,34,4.0
738,Zura Tkemaladze,24,GEO,34,-7.0
739,Leo Vithoontien,25,JPN,34,3.0
740,Michele Ribecai,22,ITA,34,24.0
741,Gavin Young,22,USA,33,2.0
742,Oliver Tarvet,21,GBR,33,2.0
743,Edoardo Lavagno,26,ITA,33,2.0
744,Nam Hoang Ly,28,VIE,33,-105.0
745,Filip Jeff Planinsek,23,SLO,33,2.0
746,Bogdan Pavel,25,ROU,33,4.0
747,Guillaume Dalmasso,22,FRA,33,2.0
748,Filip Pieczonka,20,POL,33,4.0
749,Fausto Tabacco,22,ITA,33,8.0
750,Wilson Leite,33,BRA,33,11.0
751,Mikael Ymer,26,SWE,32,3.0
752,Daniel Milavsky,23,USA,32,3.0
753,Antoine Hoang,29,FRA,32,-25.0
754,Nicolas Zanellato,23,BRA,32,2.0
755,Adam Heinonen,22,SWE,32,-19.0
756,Ioan Alexandru Chirita,22,ROU,32,-5.0
757,Tomohiro Masabayashi,26,JPN,32,1.0
758,Ivan Marrero Curbelo,26,ESP,32,2.0
759,Adhithya Ganesan,19,USA,32,
760,William Grant,24,USA,32,-7.0
761,Lorenzo Carboni,19,ITA,32,2.0
762,Khololwam Montsi,22,RSA,31,3.0
763,Martin Borisiouk,24,BLR,31,3.0
764,David Pichler,29,AUT,31,3.0
765,Alan Fernando Rubio Fierros,26,MEX,31,4.0
766,Francisco Rocha,25,POR,31,5.0
767,Alexander Klintcharov,28,NZL,31,14.0
768,Alexander Stater,25,USA,31,-6.0
769,Alexandre Reco,25,FRA,31,4.0
770,Manas Dhamne,17,IND,31,4.0
771,Louis Tessa,26,FRA,31,18.0
772,Nathan Ponwith,26,USA,31,-49.0
773,Sander Jong,24,NED,30,-66.0
774,Kaylan Bigun,18,USA,30,2.0
775,Miljan Zekić,36,SRB,30,2.0
776,Nino Ehrenschneider,23,GER,30,2.0
777,Vuk Radjenovic,19,SRB,30,3.0
778,James Watt,24,NZL,30,1.0
779,Denis Klok,26,RUS,30,3.0
780,Kane Bonsach Ganley,20,DEN,30,4.0
781,S D Prajwal Dev,28,IND,30,4.0
782,Joshua Sheehy,28,USA,30,4.0
783,Kai Wehnelt,29,GER,30,4.0
784,Martyn Pawelski,20,POL,30,4.0
785,Niccolo Catini,27,ITA,30,5.0
786,Dan Martin,25,CAN,30,5.0
787,Henry Bernet,18,SUI,29,5.0
788,Blaž Rola,34,SLO,29,5.0
789,Ozan Baris,20,USA,29,5.0
790,Duck-hee Lee,26,KOR,29,5.0
791,Siddharth Vishwakarma,30,IND,29,-45.0
792,Cengiz Aksu,26,TUR,29,4.0
793,Luca Castelnuovo,28,SUI,29,5.0
794,Matt Hulme,26,AUS,29,3.0
795,Juan Bautista Otegui,26,ARG,29,-23.0
796,Lorenzo Rottoli,23,ITA,29,-13.0
797,Ezekiel Clark,26,USA,29,-22.0
798,Guido Andreozzi,33,ARG,28,3.0
799,Tadeáš Paroulek,25,CZE,28,1.0
800,Conner Huertas del Pino,29,PER,28,2.0
801,Adrian Bodmer,29,SUI,28,2.0
802,Oliver Anderson,26,AUS,28,2.0
803,Peter Buldorini,20,IRL,28,2.0
804,Daniel Pátý,25,CZE,28,89.0
805,Miles Jones,24,USA,28,-6.0
806,Daniel Antonio Núñez,23,CHI,28,
807,Carlo Alberto Caniato,19,ITA,28,10.0
808,Ulises Blanch,26,USA,27,
809,Shinji Hazawa,25,JPN,27,5.0
810,Jakub Filip,19,CZE,27,-1.0
811,Luca Wiedenmann,26,GER,27,-1.0
812,Enzo Wallart,28,FRA,27,-1.0
813,Ignacio Parisca Romera,19,VEN,27,5.0
814,Ioannis Xilas,23,GRE,26,-2.0
815,Peter Benjamin Privara,20,SVK,26,-2.0
816,Philip Hjorth,25,DEN,26,-1.0
817,Yanis Ghazouani Durand,24,FRA,26,5.0
818,Evgeny Philippov,23,RUS,26,-2.0
819,Stefano D'Agostino,21,ITA,26,7.0
820,Oscar Otte,31,GER,25,-13.0
821,Pierluigi Basile,18,ITA,25,-2.0
822,Thomas Fancutt,30,AUS,25,-2.0
823,Millen Hurrion,25,GBR,25,8.0
824,Evan Furness,26,FRA,25,-3.0
825,Joaquin Aguilar Cardozo,19,URU,25,14.0
826,Benjamin Winter Lopez,26,ESP,25,-3.0
827,Alexandre Aubriot,25,FRA,25,-3.0
828,Dragos Nicolae Cazacu,21,ROU,25,-3.0
829,Skander Mansouri,29,TUN,24,-1.0
830,Juan Ignacio Lóndero,31,ARG,24,-1.0
831,Vasek Pospisil,34,CAN,24,-1.0
832,Manuel Mazza,25,ITA,24,-1.0
833,Tianhui Zhang,19,CHN,24,
834,Pawit Sornlaksup,25,THA,24,
835,Mert Alkaya,24,TUR,24,16.0
836,Francesco Ferrari,27,ITA,24,2.0
837,Fabien Salle,25,FRA,24,
838,Pavle Marinkov,19,AUS,24,-2.0
839,Toby Martin,32,GBR,24,1.0
840,Gabriele Maria Noce,29,ITA,24,1.0
841,Maxence Bertimon,25,FRA,24,1.0
842,Saveliy Ivanov,20,RUS,24,1.0
843,Lorenzo Bocchi,27,ITA,23,1.0
844,Alexander Bernard,21,USA,23,1.0
845,Jack Anthrop,21,USA,23,1.0
846,Felix Balshaw,18,FRA,23,16.0
847,Nikola Milojević,29,SRB,23,1.0
848,Luis Carlos Alvarez,20,MEX,23,-1.0
849,Renta Tokuda,26,JPN,23,
850,Georgii Kravchenko,24,UKR,23,16.0
851,Mees Rottgering,17,NED,23,-16.0
852,Saša Marković,19,SRB,23,
853,Sidharth Rawat,31,IND,23,
854,Diogo Marques,25,POR,23,
855,Collin Altamirano,29,USA,23,3.0
856,Vlad Andrei Dancu,25,ROU,23,1.0
857,Jasza Szajrych,22,POL,23,25.0
858,Matthew William Donald,20,CZE,23,-31.0
859,Grigoriy Lomakin,26,KAZ,23,1.0
860,Dhakshineswar Suresh,24,IND,22,1.0
861,Maxim Mrva,17,CZE,22,2.0
862,Patrick Brady,20,GBR,22,2.0
863,Victor Lilov,21,USA,22,65.0
864,Cyril Vandermeersch,25,FRA,22,1.0
865,Yuta Kikuchi,25,JPN,22,2.0
866,Matthew Summers,26,GBR,22,2.0
867,Illya Beloborodko,23,UKR,22,-12.0
868,Adil Kalyanpur,25,IND,22,1.0
869,Lasse Poertner,19,GER,22,1.0
870,Sergio Callejon Hernando,20,ESP,22,28.0
871,Noah Perfetti,23,ITA,22,-12.0
872,Pietro Marino,23,ITA,22,65.0
873,Mihai Razvan Marinescu,23,ROU,22,-1.0
874,Jay Dylan Hara Friend,21,JPN,21,-1.0
875,Maximilian Homberg,22,GER,21,-1.0
876,Alexander Kotzen,24,USA,21,-1.0
877,Kuan Yi Lee,28,TWN,21,-1.0
878,Karim Mohamed Maamoun,33,EGY,21,-1.0
879,Naoya Honda,18,JPN,21,8.0
880,Nikita Mashtakov,25,UKR,21,-2.0
881,Amaury Raynel,22,FRA,21,-31.0
882,Sheng Tang,25,CHN,21,-3.0
883,Sebastian Eriksson,19,SWE,21,-3.0
884,Michael Bassem Sobhy,20,EGY,21,-13.0
885,Ivan Nedelko,38,RUS,20,-2.0
886,Yun seong Chung,26,KOR,20,-2.0
887,Isaiah Strode,27,USA,20,-2.0
888,Martin Van Der Meerschen,24,BEL,20,-2.0
889,Alan Magadan,23,MEX,20,-1.0
890,Jesse Flores,29,CRC,20,
891,Daniil Ostapenkov,21,BLR,20,15.0
892,Elgin Khoeblal,23,NED,20,17.0
893,Pierre Delage,24,FRA,20,-2.0
894,Mert Naci Türker,26,TUR,20,-2.0
895,Sebastian Prechtel,28,GER,20,-1.0
896,Amit Vales,19,ISR,20,-1.0
897,Josip Simundza,20,CRO,20,19.0
898,Taiyo Yamanaka,23,JPN,20,1.0
899,Seydina Andre,21,SEN,20,1.0
900,Charlie Camus,18,FRA,20,19.0
901,Pierre Yves Bailly,21,BEL,19,
902,Rafael Jodar,18,ESP,19,
903,Kaito Uesugi,29,JPN,19,
904,Alec Deckers,24,NED,19,
905,Cooper Williams,19,USA,19,
906,Alessandro Bellifemine,23,ITA,19,-17.0
907,Niels Lootsma,30,NED,19,
908,Dinko Dinev,21,BUL,19,
909,Chase Ferguson,26,AUS,19,20.0
910,Ignacio Antonio Becerra Otarola,24,CHI,19,1.0
911,Petr Brunclik,18,CZE,19,-1.0
912,Matt Kuhar,28,USA,19,
913,Aliaksandr Liaonenka,25,BLR,19,1.0
914,Tomas Curras Abasolo,24,ESP,19,1.0
915,Andrew Fenty,24,USA,19,-19.0
916,Iannis Miletich,19,ITA,19,-3.0
917,Kuzey Cekirge,24,TUR,19,1.0
918,Niklas Schell,26,GER,19,2.0
919,Benito Sánchez Martinez,22,GER,18,2.0
920,Jack Loutit,20,NZL,18,2.0
920,Patrick Schoen,19,SUI,18,2.0
922,Viktor Jović,23,SRB,18,3.0
923,John Hallquist Lithen,23,SWE,18,3.0
923,Tyler Stice,24,USA,18,3.0
925,Manish Sureshkumar,25,IND,18,5.0
926,Nikola Basic,23,CRO,18,41.0
927,Mwendwa Mbithi,27,USA,18,4.0
928,Matyáš Černý,23,CZE,18,4.0
929,Luca Fantini,24,ITA,18,-48.0
930,Joshua Charlton,25,AUS,18,21.0
931,Tomasz Berkieta,18,POL,18,-14.0
932,Gabriele Bosio,24,ITA,18,2.0
933,Juan Sebastian Osorio,27,COL,18,
934,Kristjan Tamm,26,EST,18,-37.0
935,Aleksandr Lobanov,23,RUS,18,
936,Niccolo Ciavarella,20,ITA,18,
937,Corban Crowther,21,NZL,18,1.0
938,Jenson Brooksby,24,USA,17,162.0
939,Petar Jovanovic,21,MNE,17,1.0
940,Akira Santillan,27,AUS,17,1.0
941,Maciej Rajski,33,POL,17,1.0
942,Giorgio Tabacco,21,ITA,17,1.0
943,Sora Fukuda,27,JPN,17,1.0
944,Seita Watanabe,24,JPN,17,-20.0
945,Niccolo Baroni,21,ITA,17,
946,Justin Boulais,23,CAN,17,
947,Yuta Kawahashi,27,JPN,17,
948,Luca Giacomini,27,ITA,17,
949,Gregor Ramskogler,26,AUT,17,-1.0
950,Benjamin Thomas George,22,CAN,17,
951,Nicolas Jadoun,22,FRA,17,1.0
952,Chirag Duhan,21,IND,17,1.0
953,Fernando Cavallo,19,ARG,17,3.0
954,Finn Bass,25,GBR,17,
955,Daisuke Sumizawa,26,JPN,17,
956,Abel Forger,19,NED,17,1.0
957,Michael Zhu,32,USA,17,-18.0
958,João Sousa,35,POR,16,
959,Georgi Georgiev,18,BUL,16,
960,Henrik Wiersholm,27,USA,16,1.0
960,Oliver Bonding,17,GBR,16,1105.0
962,Savriyan Danilov,24,RUS,16,-2.0
963,Eric Hadigian,25,USA,16,-1.0
964,Arda Azkara,21,TUR,16,-1.0
964,Ryotero Matsumura,28,JPN,16,-1.0
966,Nicolas Tepmahc,23,FRA,16,36.0
967,Chan yeong Oh,26,KOR,16,-2.0
968,Andrin Casanova,20,SUI,16,-2.0
969,Robin Catry,22,FRA,16,17.0
970,Gian Marco Ortenzi,25,ITA,16,22.0
971,Sidane Pontjodikromo,24,NED,16,-3.0
972,Ryan Fishback,22,USA,16,-3.0
973,Preston Brown,23,USA,16,-117.0
974,Aldin Šetkić,37,BIH,16,-3.0
975,Patrick Kaukovalta,26,FIN,16,-3.0
976,Thiago Cigarran,24,ARG,16,-3.0
977,Ezequiel Monferrer,21,ARG,16,-3.0
978,Jesse Delaney,26,AUS,16,-3.0
979,Oscar Jose Gutierrez,31,BRA,16,-3.0
980,Uisung Park,24,KOR,15,-3.0
981,Lucas Marionneau,18,FRA,15,-3.0
982,Aristarkh Safonov,21,RUS,15,-3.0
983,Fermin Tenti,27,ARG,15,-1.0
984,Mariano Dedura Palomero,19,GER,15,-3.0
985,Derek Pham,20,AUS,15,-2.0
986,Benjamin Pietri,28,FRA,15,-2.0
987,Isaac Becroft,24,NZL,15,-2.0
988,Gustavo Ribeiro De Almeida,18,BRA,15,17.0
989,Aleksa Pisaric,19,SRB,15,
990,Stefan Latinovic,25,SRB,15,-2.0
991,Pengyu Lu,23,CHN,15,-1.0
992,Zhenxiong Dong,26,CHN,15,
993,Andrea Fiorentini,24,ITA,15,-2.0
994,Blaise Bicknell,23,JAM,15,64.0
995,Matteo De Vincentis,26,ITA,15,-1.0
996,Pablo Masjuan Ginel,22,ESP,15,13.0
997,Luc Fomba,26,FRA,15,-2.0
997,Arthur Nagel,21,FRA,15,32.0
999,Brian Bozemoj,21,NED,15,-29.0
1000,Jan Kupčič,23,SLO,15,-4.0
